00,84,76
74,07,30
03,94,55
44,58,45
00,82,37
32,93,74
83,94,23
98,83,91
53,46,19
03,73,54
17,42,18
46,13,81
82,04,42
39,59,10
08,01,57
31,08,20
65,41,21
69,12,44
59,55,45
43,15,87
92,90,92
30,29,40
12,47,62
39,78,02
66,58,09
46,74,97
81,89,84
41,33,38
53,61,32
68,42,20
54,86,47
31,64,23
14,15,18
39,79,34
00,03,10
57,57,16
09,36,77
88,64,71
76,53,40
63,69,39
71,70,04
37,35,65
53,22,75
54,41,83
48,38,92
47,94,91
61,71,37
92,12,41
85,71,78
60,83,77
28,60,95
66,18,72
87,57,80
34,26,43
37,64,27
24,44,00
63,35,59
09,07,28
26,57,22
93,81,86
11,34,88
42,97,02
02,67,37
92,91,39
51,60,55
59,66,86
24,17,25
61,78,07
03,63,25
09,29,44
45,87,91
76,65,77
21,85,18
22,35,55
56,99,86
95,65,13
07,63,73
81,97,49
99,91,35
81,08,22
70,08,62
19,51,75
66,57,15
59,48,89
16,64,56
90,34,96
06,49,16
23,78,28
42,89,72
54,07,27
82,00,83
54,08,97
32,67,90
07,35,20
14,60,23
24,60,20
41,36,69
42,18,18
77,38,71
63,88,25
80,69,76
97,14,78
24,67,97
41,43,84
12,24,86
82,80,53
57,38,76
51,18,35
84,56,37
61,66,34
81,99,99
95,36,30
70,76,12
72,90,29
72,85,58
98,51,04
51,11,03
64,15,09
98,45,71
81,04,60
09,26,54
61,66,82
81,58,88
05,31,87
14,37,61
67,81,38
24,53,63
05,61,97
97,06,84
67,18,17
35,52,56
63,11,67
12,96,99
18,08,17
99,17,58
16,70,03
16,51,46
04,53,75
28,76,74
00,47,91
93,00,18
76,76,81
05,76,13
76,46,05
36,77,18
33,08,81
89,22,34
36,40,81
52,16,90
31,20,23
21,15,32
97,38,81
80,47,15
76,70,02
90,27,54
87,55,60
63,69,16
93,47,28
45,87,79
32,20,35
72,54,53
60,85,64
40,78,90
87,67,03
97,90,93
27,00,23
55,52,99
97,64,44
12,46,47
16,58,21
76,62,57
86,18,44
07,26,06
90,82,47
74,14,48
42,55,36
51,26,43
22,21,43
00,93,19
56,47,46
04,74,27
08,01,30
15,82,00
23,15,17
02,64,32
92,48,79
11,77,06
33,52,09
76,02,40
92,19,52
05,38,02
43,72,74
98,15,05
95,04,51
79,98,43
03,50,49
39,41,62
57,57,48
47,37,49
88,94,93
79,34,48
87,30,43
55,20,56
42,10,61
96,93,44
12,51,47
06,51,94
29,91,22
05,09,77
06,35,18
99,47,15
26,44,65
04,22,65
71,74,00
88,30,16
62,51,63
66,62,24
